study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJEB47870	ERP132183	SAMEA9990987	ERS7669247	ERX6535375	ERR6913111	ERA6551788	256318	metagenome	ILLUMINA	Illumina NovaSeq 6000	NEBNext Ultra II Library Preparation for Illumina	300	PAIRED	OTHER	METAGENOMIC	unspecified	33240	4397612	UNIVERSITY OF CALGARY	2021-10-12	2021-10-12	Illumina NovaSeq 6000 paired end sequencing	Analysis of diversity, co-pathogens, and metagenomics of COVID-19 patients	ena-STUDY-UNIVERSITY OF CALGARY-02-10-2021-05:39:36:575-661	ena-EXPERIMENT-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:199-11	ena-RUN-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:199-11	1060066;1081711	f73b22a7910b2eeeb57b3a0104d02734;ba32ab43376d3cf7d416c7223baf80f4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/001/ERR6913111/ERR6913111_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/001/ERR6913111/ERR6913111_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/001/ERR6913111/ERR6913111_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/001/ERR6913111/ERR6913111_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/001/ERR6913111/ERR6913111_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/001/ERR6913111/ERR6913111_2.fastq.gz	1019720;1041731	16bd3266f9d09eedf8270be3e66b5b27;645f0c57a6e0f52d11f38e8564311587	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913111/P090_DNA_S25_L001_68234_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913111/P090_DNA_S25_L001_68234_reads_nh_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913111/P090_DNA_S25_L001_68234_reads_nh_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913111/P090_DNA_S25_L001_68234_reads_nh_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913111/P090_DNA_S25_L001_68234_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913111/P090_DNA_S25_L001_68234_reads_nh_R2.fastq.gz	FASTQ;FASTQ									Meta_DCM11		Metagenomics COVID-19	0	2021-10-06
PRJEB47870	ERP132183	SAMEA9990988	ERS7669248	ERX6535376	ERR6913112	ERA6551788	256318	metagenome	ILLUMINA	Illumina NovaSeq 6000	NEBNext Ultra II Library Preparation for Illumina	300	PAIRED	OTHER	METAGENOMIC	unspecified	63444	8094624	UNIVERSITY OF CALGARY	2021-11-25	2021-11-25	Illumina NovaSeq 6000 paired end sequencing	Analysis of diversity, co-pathogens, and metagenomics of COVID-19 patients	ena-STUDY-UNIVERSITY OF CALGARY-02-10-2021-05:39:36:575-661	ena-EXPERIMENT-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:199-12	ena-RUN-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:199-12	1977299;2010872	6ede9624ebd184ed337e7f98a92dbfaa;de879f43603f4b76ba640089b39a8fe5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/002/ERR6913112/ERR6913112_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/002/ERR6913112/ERR6913112_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/002/ERR6913112/ERR6913112_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/002/ERR6913112/ERR6913112_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/002/ERR6913112/ERR6913112_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/002/ERR6913112/ERR6913112_2.fastq.gz	1896055;1929374	a689d2ed3182c8b4b73a907858671829;3843de9bf911eeb5f17dd2d5d7e2ee10	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913112/P259_DNA_S4_L001_68209_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913112/P259_DNA_S4_L001_68209_reads_nh_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913112/P259_DNA_S4_L001_68209_reads_nh_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913112/P259_DNA_S4_L001_68209_reads_nh_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913112/P259_DNA_S4_L001_68209_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913112/P259_DNA_S4_L001_68209_reads_nh_R2.fastq.gz	FASTQ;FASTQ									Meta_DCM12		Metagenomics COVID-19	0	2021-10-06
PRJEB47870	ERP132183	SAMEA9990989	ERS7669249	ERX6535377	ERR6913113	ERA6551788	256318	metagenome	ILLUMINA	Illumina NovaSeq 6000	NEBNext Ultra II Library Preparation for Illumina	300	PAIRED	OTHER	METAGENOMIC	unspecified	223844	23041923	UNIVERSITY OF CALGARY	2021-11-25	2021-11-25	Illumina NovaSeq 6000 paired end sequencing	Analysis of diversity, co-pathogens, and metagenomics of COVID-19 patients	ena-STUDY-UNIVERSITY OF CALGARY-02-10-2021-05:39:36:575-661	ena-EXPERIMENT-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:199-13	ena-RUN-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:199-13	5818267;5854238	7d0cd24bc69769e6954f850928ec5568;10d2eebcab5a8d6f667e5c4ae6655e89	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/003/ERR6913113/ERR6913113_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/003/ERR6913113/ERR6913113_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/003/ERR6913113/ERR6913113_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/003/ERR6913113/ERR6913113_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/003/ERR6913113/ERR6913113_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/003/ERR6913113/ERR6913113_2.fastq.gz	5521739;5563398	70221dc48db8aef6212bd4cbe1f91d61;db8e3a0690a2772718e3c173a896debb	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913113/P262_DNA_L001_74642_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913113/P262_DNA_L001_74642_reads_nh_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913113/P262_DNA_L001_74642_reads_nh_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913113/P262_DNA_L001_74642_reads_nh_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913113/P262_DNA_L001_74642_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913113/P262_DNA_L001_74642_reads_nh_R2.fastq.gz	FASTQ;FASTQ									Meta_DCM13		Metagenomics COVID-19	0	2021-10-06
PRJEB47870	ERP132183	SAMEA9990990	ERS7669250	ERX6535378	ERR6913114	ERA6551788	256318	metagenome	ILLUMINA	Illumina NovaSeq 6000	NEBNext Ultra II Library Preparation for Illumina	300	PAIRED	OTHER	METAGENOMIC	unspecified	299664	34414628	UNIVERSITY OF CALGARY	2021-11-25	2021-11-25	Illumina NovaSeq 6000 paired end sequencing	Analysis of diversity, co-pathogens, and metagenomics of COVID-19 patients	ena-STUDY-UNIVERSITY OF CALGARY-02-10-2021-05:39:36:575-661	ena-EXPERIMENT-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:199-14	ena-RUN-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:199-14	8526086;8595261	224025b8c0e793d53203ea7ac0d7ec84;c20403c63f3d001f5d1edb073306ea78	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/004/ERR6913114/ERR6913114_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/004/ERR6913114/ERR6913114_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/004/ERR6913114/ERR6913114_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/004/ERR6913114/ERR6913114_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/004/ERR6913114/ERR6913114_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/004/ERR6913114/ERR6913114_2.fastq.gz	8160396;8230068	07e6ce2e3d76b6b1328b118b1b5a3cde;2e304ef0b4b7275188824397beae6090	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913114/P264_DNA_S73_L001_68208_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913114/P264_DNA_S73_L001_68208_reads_nh_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913114/P264_DNA_S73_L001_68208_reads_nh_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913114/P264_DNA_S73_L001_68208_reads_nh_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913114/P264_DNA_S73_L001_68208_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913114/P264_DNA_S73_L001_68208_reads_nh_R2.fastq.gz	FASTQ;FASTQ									Meta_DCM14		Metagenomics COVID-19	0	2021-10-06
PRJEB47870	ERP132183	SAMEA9990991	ERS7669251	ERX6535379	ERR6913115	ERA6551788	256318	metagenome	ILLUMINA	Illumina NovaSeq 6000	NEBNext Ultra II Library Preparation for Illumina	300	PAIRED	OTHER	METAGENOMIC	unspecified	33254	4259170	UNIVERSITY OF CALGARY	2021-10-12	2021-10-12	Illumina NovaSeq 6000 paired end sequencing	Analysis of diversity, co-pathogens, and metagenomics of COVID-19 patients	ena-STUDY-UNIVERSITY OF CALGARY-02-10-2021-05:39:36:575-661	ena-EXPERIMENT-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:199-15	ena-RUN-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:199-15	1036376;1053002	fefb9667147d48cb1f655fc6d866b6c2;1bc6954e6defb890967a212696712e6a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/005/ERR6913115/ERR6913115_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/005/ERR6913115/ERR6913115_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/005/ERR6913115/ERR6913115_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/005/ERR6913115/ERR6913115_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/005/ERR6913115/ERR6913115_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/005/ERR6913115/ERR6913115_2.fastq.gz	996009;1012722	5c1e54155903ea1f79a9b8b8d2dc93e4;be3660ae4dcd7f9dace9f427b6e8e45c	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913115/P267_DNA_S9_L001_68207_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913115/P267_DNA_S9_L001_68207_reads_nh_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913115/P267_DNA_S9_L001_68207_reads_nh_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913115/P267_DNA_S9_L001_68207_reads_nh_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913115/P267_DNA_S9_L001_68207_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913115/P267_DNA_S9_L001_68207_reads_nh_R2.fastq.gz	FASTQ;FASTQ									Meta_DCM15		Metagenomics COVID-19	0	2021-10-06
PRJEB47870	ERP132183	SAMEA9990992	ERS7669252	ERX6535380	ERR6913116	ERA6551788	256318	metagenome	ILLUMINA	Illumina NovaSeq 6000	NEBNext Ultra II Library Preparation for Illumina	300	PAIRED	OTHER	METAGENOMIC	unspecified	43790	5716941	UNIVERSITY OF CALGARY	2021-10-12	2021-10-12	Illumina NovaSeq 6000 paired end sequencing	Analysis of diversity, co-pathogens, and metagenomics of COVID-19 patients	ena-STUDY-UNIVERSITY OF CALGARY-02-10-2021-05:39:36:575-661	ena-EXPERIMENT-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:199-16	ena-RUN-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:199-16	1392192;1407766	75f1f92c1ad7047e14bad520c2406747;4da67601fa3299a3c40cef5b06cf3125	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/006/ERR6913116/ERR6913116_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/006/ERR6913116/ERR6913116_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/006/ERR6913116/ERR6913116_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/006/ERR6913116/ERR6913116_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/006/ERR6913116/ERR6913116_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/006/ERR6913116/ERR6913116_2.fastq.gz	1341762;1357468	09d9ed1afa79f6cbb2e01f3fdff89461;eaa82c7aaa1c99d62478697e362b9859	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913116/P269_DNA_S3_L001_68206_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913116/P269_DNA_S3_L001_68206_reads_nh_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913116/P269_DNA_S3_L001_68206_reads_nh_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913116/P269_DNA_S3_L001_68206_reads_nh_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913116/P269_DNA_S3_L001_68206_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913116/P269_DNA_S3_L001_68206_reads_nh_R2.fastq.gz	FASTQ;FASTQ									Meta_DCM16		Metagenomics COVID-19	0	2021-10-06
PRJEB47870	ERP132183	SAMEA9990993	ERS7669253	ERX6535381	ERR6913117	ERA6551788	256318	metagenome	ILLUMINA	Illumina NovaSeq 6000	NEBNext Ultra II Library Preparation for Illumina	300	PAIRED	OTHER	METAGENOMIC	unspecified	397186	50556736	UNIVERSITY OF CALGARY	2021-10-12	2021-10-12	Illumina NovaSeq 6000 paired end sequencing	Analysis of diversity, co-pathogens, and metagenomics of COVID-19 patients	ena-STUDY-UNIVERSITY OF CALGARY-02-10-2021-05:39:36:575-661	ena-EXPERIMENT-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:199-17	ena-RUN-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:199-17	12184359;12300193	75b2802726dbd4fc24d59adf5f0e5d18;1f188e0eb02cdf1b830996cb41e779f3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/007/ERR6913117/ERR6913117_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/007/ERR6913117/ERR6913117_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/007/ERR6913117/ERR6913117_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/007/ERR6913117/ERR6913117_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/007/ERR6913117/ERR6913117_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/007/ERR6913117/ERR6913117_2.fastq.gz	11673277;11798244	2857a63ce86b8e5132c179a8eb90819f;71f4ace364a0a682ddf123a463732514	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913117/P272_DNA_S40_L001_68205_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913117/P272_DNA_S40_L001_68205_reads_nh_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913117/P272_DNA_S40_L001_68205_reads_nh_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913117/P272_DNA_S40_L001_68205_reads_nh_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913117/P272_DNA_S40_L001_68205_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913117/P272_DNA_S40_L001_68205_reads_nh_R2.fastq.gz	FASTQ;FASTQ									Meta_DCM17		Metagenomics COVID-19	0	2021-10-06
PRJEB47870	ERP132183	SAMEA9990994	ERS7669254	ERX6535382	ERR6913118	ERA6551788	256318	metagenome	ILLUMINA	Illumina NovaSeq 6000	NEBNext Ultra II Library Preparation for Illumina	300	PAIRED	OTHER	METAGENOMIC	unspecified	140270	16091403	UNIVERSITY OF CALGARY	2021-10-12	2021-10-12	Illumina NovaSeq 6000 paired end sequencing	Analysis of diversity, co-pathogens, and metagenomics of COVID-19 patients	ena-STUDY-UNIVERSITY OF CALGARY-02-10-2021-05:39:36:575-661	ena-EXPERIMENT-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:199-18	ena-RUN-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:199-18	4009458;4073300	8dd7d900847e985b3fa0460dcf32affb;3eced4a47895175114a5abff1bca51e9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/008/ERR6913118/ERR6913118_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/008/ERR6913118/ERR6913118_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/008/ERR6913118/ERR6913118_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/008/ERR6913118/ERR6913118_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/008/ERR6913118/ERR6913118_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/008/ERR6913118/ERR6913118_2.fastq.gz	3835649;3899928	0baff6a554f0983c426503220932721f;e15345c59ff66bef9942ed4295d652ec	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913118/P273_DNA_L001_74640_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913118/P273_DNA_L001_74640_reads_nh_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913118/P273_DNA_L001_74640_reads_nh_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913118/P273_DNA_L001_74640_reads_nh_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913118/P273_DNA_L001_74640_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913118/P273_DNA_L001_74640_reads_nh_R2.fastq.gz	FASTQ;FASTQ									Meta_DCM18		Metagenomics COVID-19	0	2021-10-06
PRJEB47870	ERP132183	SAMEA9990995	ERS7669255	ERX6535383	ERR6913119	ERA6551788	256318	metagenome	ILLUMINA	Illumina NovaSeq 6000	NEBNext Ultra II Library Preparation for Illumina	300	PAIRED	OTHER	METAGENOMIC	unspecified	729230	93892587	UNIVERSITY OF CALGARY	2021-10-12	2021-10-12	Illumina NovaSeq 6000 paired end sequencing	Analysis of diversity, co-pathogens, and metagenomics of COVID-19 patients	ena-STUDY-UNIVERSITY OF CALGARY-02-10-2021-05:39:36:575-661	ena-EXPERIMENT-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:199-19	ena-RUN-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:199-19	22531877;22744805	5213e9d9def66b2760bfe5b7b73c0cb9;bd87c8e9f291595a2fdc0693434de7c9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/009/ERR6913119/ERR6913119_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/009/ERR6913119/ERR6913119_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/009/ERR6913119/ERR6913119_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/009/ERR6913119/ERR6913119_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/009/ERR6913119/ERR6913119_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/009/ERR6913119/ERR6913119_2.fastq.gz	21507695;21740580	9d046325e6fc5be0bb65ec4562979a63;d619c8632a854412bf4cbdc562151adb	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913119/P276_DNA_S26_L001_68204_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913119/P276_DNA_S26_L001_68204_reads_nh_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913119/P276_DNA_S26_L001_68204_reads_nh_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913119/P276_DNA_S26_L001_68204_reads_nh_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913119/P276_DNA_S26_L001_68204_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913119/P276_DNA_S26_L001_68204_reads_nh_R2.fastq.gz	FASTQ;FASTQ									Meta_DCM19		Metagenomics COVID-19	0	2021-10-06
PRJEB47870	ERP132183	SAMEA9990996	ERS7669256	ERX6535384	ERR6913120	ERA6551788	256318	metagenome	ILLUMINA	Illumina NovaSeq 6000	NEBNext Ultra II Library Preparation for Illumina	300	PAIRED	OTHER	METAGENOMIC	unspecified	165568	18575293	UNIVERSITY OF CALGARY	2021-10-12	2021-10-12	Illumina NovaSeq 6000 paired end sequencing	Analysis of diversity, co-pathogens, and metagenomics of COVID-19 patients	ena-STUDY-UNIVERSITY OF CALGARY-02-10-2021-05:39:36:575-661	ena-EXPERIMENT-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:199-20	ena-RUN-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:199-20	4580382;4661380	981d2ed8ba95b0912d06204e12299f67;cd7a2ce0c4059354a306e5726a799cf9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/000/ERR6913120/ERR6913120_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/000/ERR6913120/ERR6913120_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/000/ERR6913120/ERR6913120_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/000/ERR6913120/ERR6913120_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/000/ERR6913120/ERR6913120_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/000/ERR6913120/ERR6913120_2.fastq.gz	4363987;4446092	9c23e851c62f010c4019aba7c7e21a47;30c952c2a70d62f6e167fdf74d5ebc64	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913120/P281_DNA_L001_74638_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913120/P281_DNA_L001_74638_reads_nh_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913120/P281_DNA_L001_74638_reads_nh_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913120/P281_DNA_L001_74638_reads_nh_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913120/P281_DNA_L001_74638_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913120/P281_DNA_L001_74638_reads_nh_R2.fastq.gz	FASTQ;FASTQ									Meta_DCM20		Metagenomics COVID-19	0	2021-10-06
PRJEB47870	ERP132183	SAMEA9990997	ERS7669257	ERX6535385	ERR6913121	ERA6551788	256318	metagenome	ILLUMINA	Illumina NovaSeq 6000	NEBNext Ultra II Library Preparation for Illumina	300	PAIRED	OTHER	METAGENOMIC	unspecified	120658	13389272	UNIVERSITY OF CALGARY	2021-11-25	2021-11-25	Illumina NovaSeq 6000 paired end sequencing	Analysis of diversity, co-pathogens, and metagenomics of COVID-19 patients	ena-STUDY-UNIVERSITY OF CALGARY-02-10-2021-05:39:36:575-661	ena-EXPERIMENT-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:199-21	ena-RUN-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:199-21	3367312;3433047	6673ef3577392402f1d27104f59eae10;6c774364e8ea70a9e5bf75d8cf139c99	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/001/ERR6913121/ERR6913121_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/001/ERR6913121/ERR6913121_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/001/ERR6913121/ERR6913121_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/001/ERR6913121/ERR6913121_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/001/ERR6913121/ERR6913121_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/001/ERR6913121/ERR6913121_2.fastq.gz	3206666;3278088	6d3b95abb1fc4e587cd27cb66bcc3166;c9b1064d0cefc362735f0cea30424fdc	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913121/P297_DNA_L001_74634_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913121/P297_DNA_L001_74634_reads_nh_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913121/P297_DNA_L001_74634_reads_nh_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913121/P297_DNA_L001_74634_reads_nh_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913121/P297_DNA_L001_74634_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913121/P297_DNA_L001_74634_reads_nh_R2.fastq.gz	FASTQ;FASTQ									Meta_DCM21		Metagenomics COVID-19	0	2021-10-06
